,customer_id,review_id,product_id,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_body,review_date,year,month
0,14512,6916,2537,5,0,0,1,0,1.0,494265600000.0,2015,8
1,2380,3846,162,5,0,0,1,0,0.15625,494265600000.0,2015,8
2,13821,4717,6006,5,0,0,1,0,0.5,494265600000.0,2015,8
3,8576,9345,6006,5,0,0,1,0,1.0,494265600000.0,2015,8
4,11091,14844,162,5,0,0,1,0,0.6000000000000001,494265600000.0,2015,8
5,15895,2003,5903,5,0,0,1,0,0.4,494265600000.0,2015,8
6,16984,17462,5784,5,0,0,1,0,0.8,494265600000.0,2015,8
7,5254,5579,1829,3,0,0,1,0,0.014285714285714282,494265600000.0,2015,8
8,16285,5646,6006,5,0,0,1,0,0.7000000000000001,494265600000.0,2015,8
9,14627,18700,516,5,0,0,1,0,0.3145833333333334,494265600000.0,2015,8
10,8151,4633,1125,5,0,0,1,0,1.0,494265600000.0,2015,8
11,8576,8434,61,5,0,0,1,0,0.75,494265600000.0,2015,8
12,5195,14024,767,4,0,0,1,0,0.0,494265600000.0,2015,8
13,10843,15445,141,5,0,0,1,0,0.35,494265600000.0,2015,8
14,1628,12599,1311,5,0,0,1,0,0.65,494265600000.0,2015,8
15,6478,10919,2465,5,0,0,1,0,0.6,494179200000.0,2015,8
16,6478,8334,6287,4,0,0,1,0,0.16,494179200000.0,2015,8
17,6942,15720,2403,5,0,0,1,0,0.7,494179200000.0,2015,8
18,14751,16885,5624,5,0,0,3,2,0.5,494179200000.0,2015,8
19,5139,411,5167,1,0,0,3,2,0.0,494179200000.0,2015,8
20,647,7185,2664,5,0,0,3,2,0.48888888888888893,494179200000.0,2015,8
21,9977,17599,1221,5,0,0,3,2,0.7166666666666667,494179200000.0,2015,8
22,3220,9549,6420,3,0,0,3,2,0.08333333333333334,494179200000.0,2015,8
23,748,2119,1656,5,0,0,3,2,0.002777777777777768,494179200000.0,2015,8
